input_text,target_text
"Base caption: The man is dancing with the happy woman
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",The man is dancing with the happy woman
"Base caption: Two men have a fight and look aggressive and bloodthirsty
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",Two men have a fight and look aggressive and bloodthirsty
"Base caption: The woman and two men are concentrated and amazed
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",The woman and two men are concentrated and amazed
"Base caption: The woman is investigating something
Emotion: Neutral
Rewrite the above caption to fit the specified emotion:
",The woman is investigating something
"Base caption: Group of men happy to see each other
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",Group of men happy to see each other
"Base caption: The woman is flirting with the man
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",The woman is flirting with the man
"Base caption: The man and woman are enjoying the company of each other
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",The man and woman are enjoying the company of each other
"Base caption: Scared man is hiding in the shop
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",Scared man is hiding in the shop
"Base caption: Two happy men are shaking each other hands
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",Two happy men are shaking each other hands
"Base caption: Two women are surprised with a gift from a man
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",Two women are surprised with a gift from a man
"Base caption: The anxious woman is scared to give a birth
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",The anxious woman is scared to give a birth
"Base caption: A woman looks scared and seeks for defence from the man who hugs her and looks serious
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",A woman looks scared and seeks for defence from the man who hugs her and looks serious
"Base caption: Woman looks very confused and surprised, but happy
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
","Woman looks very confused and surprised, but happy"
"Base caption: The man is looking at camera
Emotion: Neutral
Rewrite the above caption to fit the specified emotion:
",The man is looking at camera
"Base caption: A couple looks ironic and jokes about a man who is standing on the other side of the glass wall
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",A couple looks ironic and jokes about a man who is standing on the other side of the glass wall
"Base caption: A man looks smiling but aggressive because he aims with a gun at other man and intimidates him
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",A man looks smiling but aggressive because he aims with a gun at other man and intimidates him
"Base caption: Three guys are happy to hug each other
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",Three guys are happy to hug each other
"Base caption: The woman is calming down the other woman
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",The woman is calming down the other woman
"Base caption: Two women are singing together
Emotion: Neutral
Rewrite the above caption to fit the specified emotion:
",Two women are singing together
"Base caption: Two men look joyful and cool as they wear sunglasses and talk
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",Two men look joyful and cool as they wear sunglasses and talk
"Base caption: Two women are excited to get a prize
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",Two women are excited to get a prize
"Base caption: Confused man is standing near the happy woman
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",Confused man is standing near the happy woman
"Base caption: The man is hugging two women
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",The man is hugging two women
"Base caption: Men are cautious, serious and suspicious
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
","Men are cautious, serious and suspicious"
"Base caption: Happy couple is dancing on the stage
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",Happy couple is dancing on the stage
"Base caption: The man is happy to see and hug his sad mother
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",The man is happy to see and hug his sad mother
"Base caption: The man is trying to protect the woman
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",The man is trying to protect the woman
"Base caption: The family is happy because of a new member of their family
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",The family is happy because of a new member of their family
"Base caption: Couple is confused and disturbed because they see officers carry off corpse
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",Couple is confused and disturbed because they see officers carry off corpse
"Base caption: Everybody looks concentrated on themselves and don't pay attention to others
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",Everybody looks concentrated on themselves and don't pay attention to others
"Base caption: An anxious patient is walking behind the angry doctor
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",An anxious patient is walking behind the angry doctor
"Base caption: Two men are chilling on the floor
Emotion: Neutral
Rewrite the above caption to fit the specified emotion:
",Two men are chilling on the floor
"Base caption: Group of men appear to be music band and they are cool and decisive
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",Group of men appear to be music band and they are cool and decisive
"Base caption: The man is flirting with the woman
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",The man is flirting with the woman
"Base caption: A weird calm man and a woman are chilling together
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",A weird calm man and a woman are chilling together
"Base caption: Man looks concerned of riddle he is reading
Emotion: Neutral
Rewrite the above caption to fit the specified emotion:
",Man looks concerned of riddle he is reading
"Base caption: Happy woman is clapping her hands
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",Happy woman is clapping her hands
"Base caption: Two men are surprised by something
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",Two men are surprised by something
"Base caption: Two guys are having a good time
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",Two guys are having a good time
"Base caption: Two men are arguing
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",Two men are arguing
"Base caption: Two men are trying to shoot somebody
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",Two men are trying to shoot somebody
"Base caption: The woman is scared by something
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",The woman is scared by something
"Base caption: Woman looks disappointed
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",Woman looks disappointed
"Base caption: The group of people are having fun
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",The group of people are having fun
"Base caption: Disappointed man is looking for someone on cemetery
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",Disappointed man is looking for someone on cemetery
"Base caption: Family is happy to meet first snow together
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",Family is happy to meet first snow together
"Base caption: The woman looks worried
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",The woman looks worried
"Base caption: The calm men are having a conversation
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",The calm men are having a conversation
"Base caption: Two man are laughing at something
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",Two man are laughing at something
"Base caption: The disappointed man is walking right next to a woman
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",The disappointed man is walking right next to a woman
"Base caption: Woman looks very excited, happy and active and the man looks indifferent and serious
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
","Woman looks very excited, happy and active and the man looks indifferent and serious"
"Base caption: Two tired men are drinking the alcohol
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",Two tired men are drinking the alcohol
"Base caption: The guy is satisfied with other guy speech
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",The guy is satisfied with other guy speech
"Base caption: Men look aggressive, they have some conflict
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
","Men look aggressive, they have some conflict"
"Base caption: The man and the woman are investigating something
Emotion: Neutral
Rewrite the above caption to fit the specified emotion:
",The man and the woman are investigating something
"Base caption: The man in the car is interrupted by woman
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",The man in the car is interrupted by woman
"Base caption: Couple are happy because they weren't forgotten by the public
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",Couple are happy because they weren't forgotten by the public
"Base caption: Man look with suspicion and distrust on the car driver
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",Man look with suspicion and distrust on the car driver
"Base caption: Men look distrustful and skeptical
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",Men look distrustful and skeptical
"Base caption: The man is angry at the woman
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",The man is angry at the woman
"Base caption: Company of anxious men is worried because of news
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",Company of anxious men is worried because of news
"Base caption: Woman is confident and feels herself queen
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",Woman is confident and feels herself queen
"Base caption: The man is flirting with the woman
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",The man is flirting with the woman
"Base caption: The man is trying to kill the other man
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",The man is trying to kill the other man
"Base caption: The woman is scared of something
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",The woman is scared of something
"Base caption: Two men are happy to watch game together
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",Two men are happy to watch game together
"Base caption: A man looks satisfied with some experiment results
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",A man looks satisfied with some experiment results
"Base caption: Two women are anxious about their trip
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",Two women are anxious about their trip
"Base caption: A serious man is holding a gun in his hands
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",A serious man is holding a gun in his hands
"Base caption: The man is angry on indifferent woman
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",The man is angry on indifferent woman
"Base caption: Two serious men are playing the video game
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",Two serious men are playing the video game
"Base caption: Two men discussing something at the table
Emotion: Neutral
Rewrite the above caption to fit the specified emotion:
",Two men discussing something at the table
"Base caption: Man looks distrustful and harsh, he thinks daughter tries to deceive him
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
","Man looks distrustful and harsh, he thinks daughter tries to deceive him"
"Base caption: Happy woman is holding the ticket
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",Happy woman is holding the ticket
"Base caption: A tired man is giving a signatures for his fans
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",A tired man is giving a signatures for his fans
"Base caption: The company of happy women is having a business conversation
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",The company of happy women is having a business conversation
"Base caption: Angry man is talking to his colleague
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",Angry man is talking to his colleague
"Base caption: Woman looks like lady and proud, and man is concentrated on her
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
","Woman looks like lady and proud, and man is concentrated on her"
"Base caption: The women are looking scornfully at each other
Emotion: Neutral
Rewrite the above caption to fit the specified emotion:
",The women are looking scornfully at each other
"Base caption: The woman is laughing
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",The woman is laughing
"Base caption: Two women are laughing at something
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",Two women are laughing at something
"Base caption: Two tired men are sitting on the floor
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",Two tired men are sitting on the floor
"Base caption: The man and the woman are surprised by the baby
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",The man and the woman are surprised by the baby
"Base caption: A couple looks flirty and romantic because they are meeting in the forest secretly
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",A couple looks flirty and romantic because they are meeting in the forest secretly
"Base caption: A man is serious as he takes hard training
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",A man is serious as he takes hard training
"Base caption: The group of people are laughing at something
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",The group of people are laughing at something
"Base caption: The bunch of anxious doctors are guessing the diagnosis
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",The bunch of anxious doctors are guessing the diagnosis
"Base caption: A man is dirty and tired, and looks with distrust at a stranger who tries to shake his hand
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
","A man is dirty and tired, and looks with distrust at a stranger who tries to shake his hand"
"Base caption: A couple looks perplexed, and a man looks decisive and aggressive
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
","A couple looks perplexed, and a man looks decisive and aggressive"
"Base caption: The group of people is scared of something
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",The group of people is scared of something
"Base caption: Men look tired and are trying to relax by playing table hockey
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",Men look tired and are trying to relax by playing table hockey
"Base caption: Men trying to stop another man who is criminal and gone crazy
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",Men trying to stop another man who is criminal and gone crazy
"Base caption: Couple is happy to hug each other
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",Couple is happy to hug each other
"Base caption: Man looks suspicious and distrustful and woman looks serious and indifferent
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",Man looks suspicious and distrustful and woman looks serious and indifferent
"Base caption: Woman looks distrustful and upset, she thinks man wants to deceive her
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
","Woman looks distrustful and upset, she thinks man wants to deceive her"
"Base caption: Woman looks happy and carefree
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",Woman looks happy and carefree
"Base caption: The man is kissing the woman
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",The man is kissing the woman
"Base caption: The group of people are happy about something
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",The group of people are happy about something
"Base caption: The man is trying to shoot somebody
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",The man is trying to shoot somebody
"Base caption: Three men are surprised by something
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",Three men are surprised by something
"Base caption: The man is worried about something
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",The man is worried about something
"Base caption: Couple interested in the book they read, and man cares about woman
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
","Couple interested in the book they read, and man cares about woman"
"Base caption: The woman is hugging the other woman
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",The woman is hugging the other woman
"Base caption: Man looks annoyed and aggressively holds neck of the woman, she looks with disgust and hatred
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
","Man looks annoyed and aggressively holds neck of the woman, she looks with disgust and hatred"
"Base caption: The man is reviewing the woman's eye
Emotion: Neutral
Rewrite the above caption to fit the specified emotion:
",The man is reviewing the woman's eye
"Base caption: The man is flirting with the woman
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",The man is flirting with the woman
"Base caption: The man is surprised by something
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",The man is surprised by something
"Base caption: Men are cautious and suspicious like they discuss some conspiracy theory
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",Men are cautious and suspicious like they discuss some conspiracy theory
"Base caption: The happy couple is hugging
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",The happy couple is hugging
"Base caption: The happy couple is hugging
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",The happy couple is hugging
"Base caption: Woman looks wary and cautious because she feels danger
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",Woman looks wary and cautious because she feels danger
"Base caption: A man looks serious and tries to explain the youth how they should behave
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",A man looks serious and tries to explain the youth how they should behave
"Base caption: The woman is happy to get a prize
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",The woman is happy to get a prize
"Base caption: Four happy women are preparing to take a photo
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",Four happy women are preparing to take a photo
"Base caption: The group of people is interrupted by something
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",The group of people is interrupted by something
"Base caption: One man is suspicious and other is scared, because he is under interrogation
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
","One man is suspicious and other is scared, because he is under interrogation"
"Base caption: The intrested man is clapping along with a happy nice girl
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",The intrested man is clapping along with a happy nice girl
"Base caption: Men look happy they can speak because they are busy and adult and have little time
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",Men look happy they can speak because they are busy and adult and have little time
"Base caption: A woman looks confident and smiling in the center of attention
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",A woman looks confident and smiling in the center of attention
"Base caption: Two men are investigating something
Emotion: Neutral
Rewrite the above caption to fit the specified emotion:
",Two men are investigating something
"Base caption: The man is flirting with the woman
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",The man is flirting with the woman
"Base caption: Two men are arguing about something
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",Two men are arguing about something
"Base caption: The calm man is training the horse
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",The calm man is training the horse
"Base caption: People are very involved in some discussion of mysterious things
Emotion: Neutral
Rewrite the above caption to fit the specified emotion:
",People are very involved in some discussion of mysterious things
"Base caption: The confused guy with the map is asking for the help
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",The confused guy with the map is asking for the help
"Base caption: Two serious men are looking on something
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",Two serious men are looking on something
"Base caption: The woman looks suspicious
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",The woman looks suspicious
"Base caption: The man is arguing with the woman
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",The man is arguing with the woman
"Base caption: Men look satisfied because they found a trace
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",Men look satisfied because they found a trace
"Base caption: A man looks confident and smiling while women look happy and smiling alluringly
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",A man looks confident and smiling while women look happy and smiling alluringly
"Base caption: The weaponized and very dangerous men are preparing for battle
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",The weaponized and very dangerous men are preparing for battle
"Base caption: Woman is perplexed and troubled, because she is in tough situation
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
","Woman is perplexed and troubled, because she is in tough situation"
"Base caption: Two serious men are walking in the hospital
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",Two serious men are walking in the hospital
"Base caption: The company of people is surprised by something
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",The company of people is surprised by something
"Base caption: Serious soldiers are preparing to fight
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",Serious soldiers are preparing to fight
"Base caption: The company of people is shouting on each other
Emotion: Neutral
Rewrite the above caption to fit the specified emotion:
",The company of people is shouting on each other
"Base caption: A woman is happy to be in the center of attention and tries to take maximum of situation
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",A woman is happy to be in the center of attention and tries to take maximum of situation
"Base caption: Woman looks perplexed and not confident in herself
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",Woman looks perplexed and not confident in herself
"Base caption: Man looks a bit distracted and thoughtful
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",Man looks a bit distracted and thoughtful
"Base caption: A woman is excited to experience new feelings and a man is concentrated only on her
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",A woman is excited to experience new feelings and a man is concentrated only on her
"Base caption: A woman is mysterious in the mysterious place
Emotion: Neutral
Rewrite the above caption to fit the specified emotion:
",A woman is mysterious in the mysterious place
"Base caption: Amazed men are spending time together
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",Amazed men are spending time together
"Base caption: The woman is worried to talk with the happy boss
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",The woman is worried to talk with the happy boss
"Base caption: The man is worried about something
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",The man is worried about something
"Base caption: The woman is trying to help the man
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",The woman is trying to help the man
"Base caption: Two happy women are hugging
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",Two happy women are hugging
"Base caption: A group of people look funny and resemble a ghost hunters squad
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",A group of people look funny and resemble a ghost hunters squad
"Base caption: People look decisive and indifferent to surrounding
Emotion: Neutral
Rewrite the above caption to fit the specified emotion:
",People look decisive and indifferent to surrounding
"Base caption: The man is hugging the other man
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",The man is hugging the other man
"Base caption: The man is trying to harm the other man
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",The man is trying to harm the other man
"Base caption: Woman looks strange and futuristic but confident
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",Woman looks strange and futuristic but confident
"Base caption: People smiling and joking
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",People smiling and joking
"Base caption: The three military men are concentrated on their speech
Emotion: Neutral
Rewrite the above caption to fit the specified emotion:
",The three military men are concentrated on their speech
"Base caption: Smiling couple
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",Smiling couple
"Base caption: A woman and man hug each other with joy
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",A woman and man hug each other with joy
"Base caption: The woman is flirting with the man
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",The woman is flirting with the man
"Base caption: Woman looks lusty and mysterious
Emotion: Neutral
Rewrite the above caption to fit the specified emotion:
",Woman looks lusty and mysterious
"Base caption: The people is happy to be together
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",The people is happy to be together
"Base caption: The woman is flirting with the man
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",The woman is flirting with the man
"Base caption: The group of people is having fun
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",The group of people is having fun
"Base caption: The man is flirting with the woman
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",The man is flirting with the woman
"Base caption: A nice happy woman is listening compliments from the old man
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",A nice happy woman is listening compliments from the old man
"Base caption: Man to the left is surprised and man to the right is smiling and confident
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",Man to the left is surprised and man to the right is smiling and confident
"Base caption: Woman is troubled while awaiting someone
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",Woman is troubled while awaiting someone
"Base caption: Tired man is hiding behind the car
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",Tired man is hiding behind the car
"Base caption: The man is happy after receiving a reward
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",The man is happy after receiving a reward
"Base caption: The people are upset about the current event
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",The people are upset about the current event
"Base caption: Two men are driving a car while having a serious conversation
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",Two men are driving a car while having a serious conversation
"Base caption: The man is hugging the woman
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",The man is hugging the woman
"Base caption: Three men are arguing about something
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",Three men are arguing about something
"Base caption: People are happy
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",People are happy
"Base caption: Happy actor crew are enjoying the time together
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",Happy actor crew are enjoying the time together
"Base caption: The group of people is shocked and scared by something
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",The group of people is shocked and scared by something
"Base caption: The man is calming down the woman
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",The man is calming down the woman
"Base caption: Gang members look aggressive because they took two policemen as hostages, and the policemen look confident and serious
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
","Gang members look aggressive because they took two policemen as hostages, and the policemen look confident and serious"
"Base caption: Star couple tries to look smiling but they are tired of giving autographs
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",Star couple tries to look smiling but they are tired of giving autographs
"Base caption: A woman is troubled and thoughtful because she faced a problem which can't be solved easily
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",A woman is troubled and thoughtful because she faced a problem which can't be solved easily
"Base caption: Woman looks confident and not paying attention to press
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",Woman looks confident and not paying attention to press
"Base caption: Two men discussing something
Emotion: Neutral
Rewrite the above caption to fit the specified emotion:
",Two men discussing something
"Base caption: Two men are having unpleasant conversation
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",Two men are having unpleasant conversation
"Base caption: Two men having fun
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",Two men having fun
"Base caption: The woman is surprised by some news
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",The woman is surprised by some news
"Base caption: The man is interrupted by something
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",The man is interrupted by something
"Base caption: Two guys are calm and concentrated
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",Two guys are calm and concentrated
"Base caption: Woman is surprised of what man sais and unsure of her decision
Emotion: Neutral
Rewrite the above caption to fit the specified emotion:
",Woman is surprised of what man sais and unsure of her decision
"Base caption: Woman looks shy and confused
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",Woman looks shy and confused
"Base caption: Two women are surprised by something
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",Two women are surprised by something
"Base caption: Woman looks surprised but doesn't give up and enjoys, although she has been put in handcuffs
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
","Woman looks surprised but doesn't give up and enjoys, although she has been put in handcuffs"
"Base caption: Calm company is discussing something
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",Calm company is discussing something
"Base caption: Boys look cautious and interested
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",Boys look cautious and interested
"Base caption: The man is hugging the happy woman
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",The man is hugging the happy woman
"Base caption: Group of people are surprised by something
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",Group of people are surprised by something
"Base caption: The calm man is phoning to someone
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",The calm man is phoning to someone
"Base caption: Happy couple is dancing on the stage
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",Happy couple is dancing on the stage
"Base caption: Guys look intriguing and are awaiting tricky adventures tonight
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",Guys look intriguing and are awaiting tricky adventures tonight
"Base caption: A woman looks confused and perplexed because she woke up with strange scars all over her body
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",A woman looks confused and perplexed because she woke up with strange scars all over her body
"Base caption: Two women are laughing at something
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",Two women are laughing at something
"Base caption: Two guys in nice suits are hugging each other
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",Two guys in nice suits are hugging each other
"Base caption: Two women are happy to be at festival
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",Two women are happy to be at festival
"Base caption: The man looks lost and depressed
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",The man looks lost and depressed
"Base caption: A couple is kissing and going tocontinue further, but two gentlemen with revolvers are going to interfere with their love pleasures
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
","A couple is kissing and going tocontinue further, but two gentlemen with revolvers are going to interfere with their love pleasures"
"Base caption: Two serious men are having dinner together
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",Two serious men are having dinner together
"Base caption: The angry old man is confusing the young man
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",The angry old man is confusing the young man
"Base caption: The man is trying to harm the other man
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",The man is trying to harm the other man
"Base caption: Two men are arguing
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",Two men are arguing
"Base caption: The man is begging for some attention from his beloved wife
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",The man is begging for some attention from his beloved wife
"Base caption: The man is flirting with the woman
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",The man is flirting with the woman
"Base caption: The happy woman is greeting the other woman
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",The happy woman is greeting the other woman
"Base caption: A woman tries to seduce a man and the man looks indifferent and evaluates the woman with skepticism
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",A woman tries to seduce a man and the man looks indifferent and evaluates the woman with skepticism
"Base caption: Two men are surprised to see each other
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",Two men are surprised to see each other
"Base caption: The man is flirting with the woman
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",The man is flirting with the woman
