input_text,target_text
"Base caption: Three women are happy to be members of a new tv show
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",Three women are happy to be members of a new tv show
"Base caption: Men look bossy and official, they do some business
Emotion: Neutral
Rewrite the above caption to fit the specified emotion:
","Men look bossy and official, they do some business"
"Base caption: The man is reviewing the woman's eye
Emotion: Neutral
Rewrite the above caption to fit the specified emotion:
",The man is reviewing the woman's eye
"Base caption: The group of people is interrupted by something
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",The group of people is interrupted by something
"Base caption: The man and the woman having fun dancing
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",The man and the woman having fun dancing
"Base caption: The people are happy to be together
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",The people are happy to be together
"Base caption: The man is running from the other man
Emotion: Neutral
Rewrite the above caption to fit the specified emotion:
",The man is running from the other man
"Base caption: The man is pushing away the other man
Emotion: Neutral
Rewrite the above caption to fit the specified emotion:
",The man is pushing away the other man
"Base caption: The weaponized man is pointing the gun on someone while other guys are trying to calm him down
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",The weaponized man is pointing the gun on someone while other guys are trying to calm him down
"Base caption: The angry woman is holding the pistol
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",The angry woman is holding the pistol
"Base caption: Woman is happy as she is given a word
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",Woman is happy as she is given a word
"Base caption: Happy woman is performing on the stage
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",Happy woman is performing on the stage
"Base caption: The woman is scared of the man
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",The woman is scared of the man
"Base caption: The man is flirting with the woman
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",The man is flirting with the woman
"Base caption: the man looks anxiously
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",the man looks anxiously
"Base caption: An old man looks troubled and ill, people are trying to help him
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
","An old man looks troubled and ill, people are trying to help him"
"Base caption: The fallen in love man is flirting with the girl
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",The fallen in love man is flirting with the girl
"Base caption: A man looks decisive and tries to lift a woman who is afraid he will drop her
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",A man looks decisive and tries to lift a woman who is afraid he will drop her
"Base caption: The group of people are looking at something funny
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",The group of people are looking at something funny
"Base caption: Woman looks annoyed and tired
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",Woman looks annoyed and tired
"Base caption: Couple enjoys seeing each other and drinking together
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",Couple enjoys seeing each other and drinking together
"Base caption: The scared man and woman are drowning in the pool
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",The scared man and woman are drowning in the pool
"Base caption: Calm couple is touching each other hand
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",Calm couple is touching each other hand
"Base caption: Man and woman singing with all their heart and happy to give it away for passion
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",Man and woman singing with all their heart and happy to give it away for passion
"Base caption: The man is arguing with two women
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",The man is arguing with two women
"Base caption: Woman looks upset and whiny
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",Woman looks upset and whiny
"Base caption: Two women are very happy to dance together
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",Two women are very happy to dance together
"Base caption: The man and a woman are happy to dance doing the outrageous moves
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",The man and a woman are happy to dance doing the outrageous moves
"Base caption: A woman looks cautious and is expecting something and a man tries to relax her by doing a shoulder massage
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",A woman looks cautious and is expecting something and a man tries to relax her by doing a shoulder massage
"Base caption: A woman looks concentrated on her nails appearance and a man looks cautious and distrustful
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",A woman looks concentrated on her nails appearance and a man looks cautious and distrustful
"Base caption: The man is worried about something
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",The man is worried about something
"Base caption: The man is flirting with the woman
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",The man is flirting with the woman
"Base caption: The man is interrupted by something
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",The man is interrupted by something
"Base caption: The man is proposing his woman
Emotion: Neutral
Rewrite the above caption to fit the specified emotion:
",The man is proposing his woman
"Base caption: Women look confused and uncertain
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",Women look confused and uncertain
"Base caption: Two men are looking warned and serious
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",Two men are looking warned and serious
"Base caption: Man is satisfied sitting confidently
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",Man is satisfied sitting confidently
"Base caption: Man looks cheerful and full of energy
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",Man looks cheerful and full of energy
"Base caption: The man is calming down the woman
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",The man is calming down the woman
"Base caption: Man looks very distrustful and wants to hear arguments
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",Man looks very distrustful and wants to hear arguments
"Base caption: The couple is happy to dance together
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",The couple is happy to dance together
"Base caption: Everybody looks concentrated on themselves and don't pay attention to others
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",Everybody looks concentrated on themselves and don't pay attention to others
"Base caption: The woman is cheering up the kids
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",The woman is cheering up the kids
"Base caption: Old couple is happy to love each other
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",Old couple is happy to love each other
"Base caption: The group of people are having fun
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",The group of people are having fun
"Base caption: The man is flirting with the woman
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",The man is flirting with the woman
"Base caption: Dangerous man is protecting his loved wife
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",Dangerous man is protecting his loved wife
